-9.999900	5.000000	0.000000
-9.999700	5.000000	0.000000
-9.999500	5.000000	0.000000
-9.999300	5.000000	0.000000
-9.999100	5.000000	0.000000
-9.998900	5.000000	0.000000
-9.998700	5.000000	0.000000
-9.998500	5.000000	0.000000
-9.998300	5.000000	0.000000
-9.998100	5.000000	0.000000
-9.997900	5.000000	0.000000
-9.997700	5.000000	0.000000
-9.997500	5.000000	0.000000
-9.997300	5.000000	0.000000
-9.997100	5.000000	0.000000
-9.996900	5.000000	0.000000
-9.996700	5.000000	0.000000
-9.996500	5.000000	0.000000
-9.996300	5.000000	0.000000
-9.996100	5.000000	0.000000
-9.995900	5.000000	0.000000
-9.995700	5.000000	0.000000
-9.995500	5.000000	0.000000
-9.995300	5.000000	0.000000
-9.995100	5.000000	0.000000
-9.994900	5.000000	0.000000
-9.994700	5.000000	0.000000
-9.994500	5.000000	0.000000
-9.994300	5.000000	0.000000
-9.994100	5.000000	0.000000
-9.993900	5.000000	0.000000
-9.993700	5.000000	0.000000
-9.993500	5.000000	0.000000
-9.993300	5.000000	0.000000
-9.993100	5.000000	0.000000
-9.992900	5.000000	0.000000
-9.992700	5.000000	0.000000
-9.992500	5.000000	0.000000
-9.992300	5.000000	0.000000
-9.992100	5.000000	0.000000
-9.991900	5.000000	0.000000
-9.991700	5.000000	0.000000
-9.991500	5.000000	0.000000
-9.991300	5.000000	0.000000
-9.991100	5.000000	0.000000
-9.990900	5.000000	0.000000
-9.990700	5.000000	0.000000
-9.990500	5.000000	0.000000
-9.990300	5.000000	0.000000
-9.990100	5.000000	0.000000
-9.989900	5.000000	0.000000
-9.989700	5.000000	0.000000
-9.989500	5.000000	0.000000
-9.989300	5.000000	0.000000
-9.989100	5.000000	0.000000
-9.988900	5.000000	0.000000
-9.988700	5.000000	0.000000
-9.988500	5.000000	0.000000
-9.988300	5.000000	0.000000
-9.988100	5.000000	0.000000
-9.987900	5.000000	0.000000
-9.987700	5.000000	0.000000
-9.987500	5.000000	0.000000
-9.987300	5.000000	0.000000
-9.987100	5.000000	0.000000
-9.986900	5.000000	0.000000
-9.986700	5.000000	0.000000
-9.986500	5.000000	0.000000
-9.986300	5.000000	0.000000
-9.986100	5.000000	0.000000
-9.985900	5.000000	0.000000
-9.985700	5.000000	0.000000
-9.985500	5.000000	0.000000
-9.985300	5.000000	0.000000
-9.985100	5.000000	0.000000
-9.984900	5.000000	0.000000
-9.984700	5.000000	0.000000
-9.984500	5.000000	0.000000
-9.984300	5.000000	0.000000
-9.984100	5.000000	0.000000
-9.983900	5.000000	0.000000
-9.983700	5.000000	0.000000
-9.983500	5.000000	0.000000
-9.983300	5.000000	0.000000
